      -10.000000       989.04703       31.449118
      -9.9000000       1030.1711       32.096279
      -9.8000000       1026.2182       32.034641
      -9.7000000       984.55960       31.377693
      -9.6000000       995.74016       31.555351
      -9.5000000       986.64117       31.410845
      -9.4000000       1038.9189       32.232265
      -9.3000000       1010.5093       31.788510
      -9.2000000       980.60685       31.314643
      -9.1000000       979.98865       31.304770
      -9.0000000       1058.7538       32.538498
      -8.9000000       1013.0840       31.828981
      -8.8000000       979.34614       31.294507
      -8.7000000       992.49903       31.503953
      -8.6000000       1010.2143       31.783869
      -8.5000000       987.98184       31.432178
      -8.4000000       969.40304       31.135238
      -8.3000000       1015.2147       31.862434
      -8.2000000       992.76469       31.508169
      -8.1000000       952.77602       30.867070
      -8.0000000       966.24899       31.084546
      -7.9000000       1001.8415       31.651880
      -7.8000000       1055.0031       32.480811
      -7.7000000       1005.2705       31.706002
      -7.6000000       996.22571       31.563043
      -7.5000000       1027.2927       32.051407
      -7.4000000       1005.2174       31.705164
      -7.3000000       993.50504       31.519915
      -7.2000000       971.86511       31.174751
      -7.1000000       1044.9244       32.325291
      -7.0000000       967.66251       31.107274
      -6.9000000       982.93584       31.351808
      -6.8000000       1048.7492       32.384398
      -6.7000000       1003.5573       31.678972
      -6.5999999       1034.6112       32.165373
      -6.4999999       1027.3963       32.053023
      -6.3999999       1041.3050       32.269258
      -6.2999999       945.36911       30.746855
      -6.1999999       968.90553       31.127247
      -6.0999999       1022.8621       31.982215
      -5.9999999       1005.6254       31.711597
      -5.8999999       949.28423       30.810457
      -5.7999999       984.55537       31.377625
      -5.6999999       985.90296       31.399092
      -5.5999999       1042.9596       32.294885
      -5.4999999       1006.2106       31.720823
      -5.3999999       981.01671       31.321186
      -5.2999999       1004.4622       31.693252
      -5.1999999       964.30563       31.053271
      -5.0999999       1033.9663       32.155346
      -4.9999999       980.31312       31.309952
      -4.8999999       1028.2773       32.066764
      -4.7999999       1036.8129       32.199579
      -4.6999999       963.14330       31.034550
      -4.5999999       977.38923       31.263225
      -4.4999999       976.19808       31.244169
      -4.3999999       1045.1619       32.328963
      -4.2999999       1004.5203       31.694168
      -4.1999999       1005.2541       31.705743
      -4.0999999       949.29712       30.810666
      -3.9999999       1042.1567       32.282452
      -3.8999999       1054.8960       32.479162
      -3.7999999       990.64061       31.474444
      -3.6999999       945.51917       30.749295
      -3.5999999       1036.0801       32.188199
      -3.4999999       1008.5459       31.757611
      -3.3999999       975.75867       31.237136
      -3.2999999       1058.6208       32.536453
      -3.1999999       971.14257       31.163160
      -3.0999999       1006.1609       31.720040
      -2.9999999       936.82221       30.607552
      -2.8999999       1015.1673       31.861690
      -2.7999999       967.11913       31.098539
      -2.6999999       1009.6576       31.775110
      -2.5999999       1020.7067       31.948501
      -2.4999999       1008.8494       31.762389
      -2.3999999       970.31935       31.149949
      -2.2999999       936.50049       30.602296
      -2.1999999       1032.7548       32.136503
      -2.0999999       1069.1852       32.698398
      -1.9999999       1000.6447       31.632969
      -1.8999999       996.24945       31.563420
      -1.7999999       1074.7339       32.783134
      -1.6999999       1002.4159       31.660953
      -1.5999999       1057.0444       32.512219
      -1.4999999       1007.9507       31.748239
      -1.3999999       1029.4981       32.085792
      -1.2999999       1006.6468       31.727697
      -1.1999999       1009.3329       31.770001
